file,Oracle,GB,SS,Random (TS),Random_Choice_1,Random_Choice_seed,Random (D),Random_Choice,Random_Choice_avg,EM,MV,CQ (XB),CQ (Silhouette),MC (1N),MC (5N),Synthetic (sim. cutoff),Synthetic (orig. cutoff),Synthetic (sim. speeedup),Synthetic (sim. contextual),RA (Borda),RA (Trimmed Borda),kNN (ID),kNN (OOD),ISAC (ID),ISAC (OOD),Metaod (ID),Metaod (OOD),UG (ID),UG (OOD),CLF (ID),CLF (OOD),UReg (ID),UReg (OOD),CFact (ID),CFact (OOD),OE (Avg),OE (Max),OE (AOM),UE,Booster,HITS,Aug (Orig),Aug (Ens),Clean (Majority),Clean (Individual),ts_len,anomaly_len,num_anomaly,avg_anomaly_len,anomaly_ratio,point_anomaly,seq_anomaly
NASA-MSL/T-13.test.out,0.8869303747794455,0.878924132995349,0.832283750624896,0.785238351251219,0.8425475757475575,0.8869303747794455,0.589787214865221,0.7049124643317599,0.7095472495728395,0.4897724136974953,0.4897724136974953,0.4897724136974953,0.4897724136974953,0.8401402156309652,0.878924132995349,0.7521539539367936,0.8401402156309652,0.8437837988632725,0.5134411236752157,0.7521539539367936,0.878924132995349,0.8869303747794455,0.8869303747794455,0.7048344004555183,0.878924132995349,0.8869303747794455,0.8425475757475575,0.832283750624896,0.8401402156309652,0.8869303747794455,0.8869303747794455,0.5134411236752157,0.5134411236752157,0.832283750624896,0.832283750624896,0.8457345026081496,0.7095168014273396,0.7814971281832286,0.8648702221633406,0.5649970400201574,0.8595106835457449,0.4178312233169045,0.8774332457625362,0.8489535433282502,0.4315309205059711,2430,252,2,126.0,0.1037037037037037,0,1
NASA-MSL/F-4.test.out,0.973214964337836,0.6381374216598309,0.8843705349400648,0.6794301149275923,0.6439993259883574,0.948106477656539,0.7468144426261175,0.8060899296743885,0.7758353427531578,0.6884786196463273,0.8723431614954116,0.8238857969482823,0.8238857969482823,0.9020758807414974,0.8843705349400648,0.9020758807414974,0.9020758807414974,0.9020758807414974,0.9020758807414974,0.9020758807414974,0.9020758807414974,0.815852913763631,0.815852913763631,0.2918115954604207,0.6381374216598309,0.8365449932744449,0.910100524336114,0.6381374216598309,0.8397973462990309,0.8473792612546628,0.6381374216598309,0.6381374216598309,0.6381374216598309,0.8397973462990309,0.7638851727451096,0.942789359735968,0.8629152424064456,0.8923779949879472,0.8750819920756846,0.3959528323950455,0.9498165366490696,0.8757225640099451,0.8473792612546628,0.8949874249506046,0.9125602423079576,3422,71,1,71.0,0.0207481005260081,0,1
NASA-MSL/M-4.test.out,0.9568276519874837,0.8813731628039064,0.8018831495586128,0.4832239015241753,0.6714444898314071,0.8865372866142689,0.6526145441397799,0.6353272350596565,0.6819402233325981,0.716636004350244,0.4018593029478293,0.6060752596923963,0.6060752596923963,0.8875622542330451,0.5475973180339879,0.8314873925505851,0.8314873925505851,0.6059499344825805,0.6060752596923963,0.5820899937036377,0.5475973180339879,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.6598770338416277,0.9568276519874837,0.9568276519874837,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.8813731628039064,0.5820899937036377,0.8746779861101355,0.7889201215860403,0.8518962925304783,0.914411315992691,0.7579490722575909,0.8766262483515542,0.7634188637137861,0.8963336428398991,0.5434691755959242,0.8457818258900481,2038,251,1,251.0,0.1231599607458292,0,1
NASA-MSL/P-14.test.out,0.9987210071349027,0.3494969828629973,0.9935212758873692,0.7770584820464124,0.9941341400090176,0.943337167328841,0.887915269358454,0.7937476117372054,0.7833686207894348,0.8936574261453302,0.9957683996113096,0.9805433823004496,0.9805433823004496,0.9941341400090176,0.943337167328841,0.9762159635048095,0.4406452297323313,0.4406452297323313,0.4406452297323313,0.9805433823004496,0.943337167328841,0.9935212758873692,0.9957683996113096,0.3494969828629973,0.9957683996113096,0.9566336777193633,0.9566336777193633,0.9941341400090176,0.943337167328841,0.9987210071349027,0.943337167328841,0.8139188653109501,0.8139188653109501,0.9935212758873692,0.943337167328841,0.9989267016058638,0.999183420717186,0.9992391696413274,0.9803093341007392,0.4340308434950736,0.9580620705879256,0.971436897390162,0.9805433823004496,0.1274479183651546,0.9292977472623694,6100,181,1,181.0,0.0296721311475409,0,1
NASA-MSL/F-5.test.out,0.9970716021560684,0.8633615554717478,0.9959513831470967,0.8542493918361916,0.8784361290122963,0.9133068393857224,0.842469913746206,0.8070142975130545,0.7927020389675384,0.9839982789431462,0.9839982789431462,0.9469704870656888,0.9469704870656888,0.9544493039778096,0.9959513831470967,0.9544493039778096,0.9544493039778096,0.6127902071224223,0.9544493039778096,0.9544493039778096,0.9544493039778096,0.6288938367342963,0.6288938367342963,0.9839982789431462,0.9839982789431462,0.741859125919797,0.8784361290122963,0.9970716021560684,0.8784361290122963,0.8633615554717478,0.9469704870656888,0.9970716021560684,0.9970716021560684,0.9970716021560684,0.6288938367342963,0.9915934555535802,0.991458681688643,0.9960632991811408,0.9724416415158468,0.8719087395257293,0.9569214218615346,0.9969464409452864,0.9469704870656888,0.9727677740511324,0.9342231020025288,3922,151,1,151.0,0.0385007649158592,0,1
NASA-MSL/F-7.test.out,0.8312266249415565,0.7493647345233877,0.7577972999965948,0.56079592188199,0.2177981188155835,0.7076843943325484,0.6890215772136652,0.6669908820028934,0.642959908396233,0.6629498953861269,0.6190526939959343,0.4910018726998063,0.4910018726998063,0.824019154452551,0.4910018726998063,0.824019154452551,0.2177981188155835,0.6739771665856576,0.7618934476781597,0.7577972999965948,0.824019154452551,0.759982430130335,0.759982430130335,0.7493647345233877,0.8312266249415565,0.798358974827643,0.798358974827643,0.8247535417384649,0.7493647345233877,0.7493647345233877,0.7493647345233877,0.7493647345233877,0.7493647345233877,0.7618934476781597,0.7618934476781597,0.79641498539597,0.7211434308294197,0.7949793751246211,0.7913576622986825,0.7042379946315209,0.7919743323383287,0.7730251215536624,0.6872642106214352,0.7653722609682737,0.6634902667412304,5054,423,3,141.0,0.0836960823110407,0,1
NASA-MSL/T-9.test.out,0.9692964882556578,0.6067805501271051,0.9552289907620872,0.7185775393134576,0.2056650631067892,0.9002630095911679,0.6865045886409855,0.6421787177984881,0.6320667460463234,0.9002630095911679,0.9002630095911679,0.5364616283186626,0.5364616283186626,0.8605453949262278,0.8366447694057969,0.6067805501271051,0.9002630095911679,0.5364616283186626,0.9002630095911679,0.9521625829560028,0.8366447694057969,0.8366447694057969,0.8366447694057969,0.6050466915154628,0.6050466915154628,0.9521625829560028,0.8605453949262278,0.8366447694057969,0.8366447694057969,0.8232270042328141,0.8366447694057969,0.9002630095911679,0.9521625829560028,0.9552289907620872,0.9521625829560028,0.9315545630494424,0.9296286305224996,0.9409759577660188,0.9233298922971616,0.5768869279149096,0.8598655283019203,0.6330239602483727,0.5714308205850901,0.8118021311303641,0.3383070030982686,1096,112,2,56.0,0.1021897810218978,0,1
NASA-MSL/C-2.test.out,0.9021154949817816,0.8116950934352816,0.9021154949817816,0.7107993378302655,0.6953987414620736,0.7327514847764838,0.600876852264187,0.6731663899921216,0.7051452683478974,0.7482790310598963,0.6987663833172145,0.8132450722236574,0.8132450722236574,0.8910291582479326,0.7536295879070565,0.734615652525927,0.8910291582479326,0.6388545058557279,0.8389681630385933,0.828022523676134,0.734615652525927,0.8132450722236574,0.8132450722236574,0.8132450722236574,0.734615652525927,0.7327514847764838,0.7031514128426789,0.7031514128426789,0.8116950934352816,0.8116950934352816,0.734615652525927,0.6953987414620736,0.8116950934352816,0.6953987414620736,0.734615652525927,0.7951013638279425,0.7601516184875147,0.7331882326749167,0.8946925621958779,0.7260309800461391,0.80844276814213,0.6949581520730962,0.8132450722236574,0.7265284441262415,0.7416855399267388,2051,137,2,68.5,0.0667966845441248,0,1
NASA-MSL/D-16.test.out,0.9889110012371518,0.7409692940238862,0.6224763070135526,0.7108253579917776,0.818890328314605,0.9673093579970948,0.5278559130708549,0.6368020677737481,0.6343614832613838,0.5681972371248792,0.5681972371248792,0.7612842202212591,0.7612842202212591,0.5963252625637663,0.5021810205742365,0.9889110012371518,0.5662200240609205,0.6309341017988163,0.2598045675830418,0.312677430659908,0.6614930428060477,0.2686005979516077,0.2686005979516077,0.5021810205742365,0.6309341017988163,0.9889110012371518,0.9889110012371518,0.9889110012371518,0.9889110012371518,0.2686005979516077,0.9889110012371518,0.7409692940238862,0.2598045675830418,0.2598045675830418,0.2598045675830418,0.6992849900788478,0.6909628139497261,0.8566673106683363,0.5021810205742365,0.6165851010125035,0.6609482567641789,0.2557329780704845,0.5963252625637663,0.2543317616517955,0.7024934492739755,2191,651,1,651.0,0.2971246006389776,0,1
NASA-MSL/T-12.test.out,0.9989608453101326,0.91952375998335,0.9197703841789482,0.7085538976528752,0.9063139949741958,0.7414696779975982,0.6249961112947783,0.7305803975548318,0.7677229854282546,0.2503701293349096,0.2503701293349096,0.2503701293349096,0.2503701293349096,0.9215982791541852,0.9215982791541852,0.9574005167089344,0.8846139562404658,0.8818165253054963,0.7452601937899676,0.7452601937899676,0.8451130809776323,0.9989608453101326,0.9989608453101326,0.9989608453101326,0.7452601937899676,0.7414696779975982,0.7920342910495118,0.7810964937281871,0.7810964937281871,0.7810964937281871,0.7810964937281871,0.91952375998335,0.91952375998335,0.7810964937281871,0.7810964937281871,0.9443520502957816,0.974641055854632,0.975329569936122,0.869511154274751,0.8167937485054175,0.9322077703158248,0.8406242023407556,0.9296377168736208,0.9597941822238932,0.4425770956450815,2430,121,1,121.0,0.0497942386831275,0,1
